Coursename,CRN,Department,CourseID,Section,Level,Credits,Prerequisites,timeslot,Day,Location,,,Term,Roomtype,Instructor,Capacity
Business Law I,90060,BLW,280,3,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Rich Hall 324,Rich Hall ,324,Fall2017,Lecture,John W  Spring,30
Business Law I,91189,BLW,280,4,Undergraduate ,3,,5:30 pm - 6:50 pm,TR,Rich Hall 324,Rich Hall ,324,Fall2017,Lecture,John W  Spring,30
Legal&Regulatory Environ ofBus,91199,BLW,355,5,Undergraduate ,3,,6:00 pm - 7:20 pm,TR,Shineman Center 176,Shineman Center ,176,Fall2017,Lecture,Catherine   Sullivan,30
Legal&Regulatory Environ ofBus,90054,BLW,355,6,Undergraduate ,3,,5:30 pm - 6:50 pm,MW,Park Hall 206,Park Hall ,206,Fall2017,Lecture,Delbert James  Guile,30
Legal&Regulatory Environ ofBus,90056,BLW,355,7,Undergraduate ,3,,7:05 pm - 8:25 pm,MW,Park Hall 206,Park Hall ,206,Fall2017,Lecture,Delbert James  Guile,30
Legal&Regulatory Environ ofBus,91013,BLW,355,,Undergraduate ,3,,6:20 pm - 7:45 pm,MW,Rich Hall 219,Rich Hall ,219,Fall2017,Lecture,Andrew T.  Wolfe,30
Legal&Regulatory Environ ofBus,90745,BLW,355,1,Undergraduate ,3,,6:20 pm - 9:05 pm,M,Rich Hall 220,Rich Hall ,220,Fall2017,Lecture,Michael R  McAndrew,30
Legal&Regulatory Environ ofBus,91677,BLW,355,2,Undergraduate ,3,,7:35 pm - 8:55 pm,TR,Shineman Center 176,Shineman Center ,176,Fall2017,Lecture,Catherine   Sullivan,30
Legal&Regulatory Environ ofBus,90051,BLW,355,3,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",,"100% web, no face to face ",Fall2017,Distance Learning,Mary E  McGowan,30
Legal&Regulatory Environ ofBus,91676,BLW,355,4,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",,"100% web, no face to face ",Fall2017,Distance Learning,Kathryn   Wolfe,30
Legal&Regulatory Environ ofBus,93120,BLW,355,5,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",,"100% web, no face to face ",Fall2017,Distance Learning,Andrew T.  Wolfe,30
Business Law II,90057,BLW,381,6,Undergraduate ,3,,9:35 am - 10:55 am,TR,Rich Hall 220,Rich Hall ,220,Fall2017,Lecture,Mary E  McGowan,30
Business Law II,91186,BLW,381,7,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Rich Hall 220,Rich Hall ,220,Fall2017,Lecture,Mary E  McGowan,30
Introduction To Mass Media,91471,BRC,108,1,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Lanigan Hall 104,Lanigan Hall ,104,Fall2017,Lecture,Mary   Simone,30
Introduction To Mass Media,91553,BRC,108,2,Undergraduate ,3,,9:35 am - 10:55 am,TR,Lanigan Hall 106,Lanigan Hall ,106,Fall2017,Lecture,Jennifer   Fogel,30
Introduction To Mass Media,91052,BRC,108,3,Undergraduate ,3,,4:35 pm - 5:55 pm,MW,Lanigan Hall 102A,Lanigan Hall ,102A,Fall2017,Lecture,Laura Ann  Lewin,30
Introduction To Mass Media,92719,BRC,108,4,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Lanigan Hall 101,Lanigan Hall ,101,Fall2017,Lecture,Heidi   Bulk,30
Soc Hist Amer Radio&TV,92964,BRC,200,5,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",,"100% web, no face to face ",Fall2017,Distance Learning,Marvin   Kaminsky,30
Broadcast Performance,90225,BRC,215,6,Undergraduate ,3,,6:15 pm - 9:00 pm,W,Lanigan Hall 20,Lanigan Hall ,20,Fall2017,Lecture,Peter E.  Hunn,30
Radio Production,90227,BRC,220,7,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Lanigan Hall 20,Lanigan Hall ,20,Fall2017,Lecture,David   Crider,30
Integrated Media Writ/Design,93616,BRC,223,1,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Mahar Hall 210,Mahar Hall ,210,Fall2017,Lecture,Brian   Moritz,30
Integrated Media Writ/Design,93622,BRC,223,2,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Mahar Hall 210,Mahar Hall ,210,Fall2017,Lecture,Serenity   Sutherland,30
Broadcast Newswriting,90228,BRC,229,3,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Marano Campus Center 202,Marano Campus Center ,202,Fall2017,Lecture,Michael J  Riecke,30
Broadcast Newswriting,91460,BRC,229,4,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Marano Campus Center 202,Marano Campus Center ,202,Fall2017,Lecture,Michael J  Riecke,30
Broadcast Newswriting,91066,BRC,229,5,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Marano Campus Center 202,Marano Campus Center ,202,Fall2017,Lecture,Michael J  Riecke,30
Broadcast Newswriting,92726,BRC,229,6,Undergraduate ,3,,4:35 pm - 5:55 pm,MW,Mahar Hall 210,Mahar Hall ,210,Fall2017,Lecture,Catherine J  Loper,30
Intro Video Production,90229,BRC,235,7,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Lanigan Hall 20,Lanigan Hall ,20,Fall2017,Lecture,Marybeth   Longo,30
Intro Video Production,91011,BRC,235,1,Undergraduate ,3,,3:00 pm - 4:20 pm,MW,Lanigan Hall 20,Lanigan Hall ,20,Fall2017,Lecture,Laura Ann  Lewin,30
Intro Video Production,91235,BRC,235,2,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Lanigan Hall 20,Lanigan Hall ,20,Fall2017,Lecture,Marybeth   Longo,30
Intro Video Production,91307,BRC,235,3,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Lanigan Hall 36,Lanigan Hall ,36,Fall2017,Lecture,Francisco   Suarez,30
Intro Video Production,92727,BRC,235,4,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Lanigan Hall 36,Lanigan Hall ,36,Fall2017,Lecture,Francisco   Suarez,30
Media Economics,93037,BRC,301,5,Undergraduate ,3,,6:15 pm - 9:00 pm,M,Lanigan Hall 102A,Lanigan Hall ,102A,Fall2017,Lecture,Peter E.  Hunn,30
Media Economics,92728,BRC,301,6,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Lanigan Hall 102A,Lanigan Hall ,102A,Fall2017,Lecture,Jason   Zenor,30
Sound for TV and Film,92952,BRC,308,7,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Lanigan Hall 20,Lanigan Hall ,20,Fall2017,Lecture,Jeffrey N  Bradbury,30
Sound for TV and Film,92953,BRC,308,1,Undergraduate ,3,,9:35 am - 10:55 am,TR,Lanigan Hall 20,Lanigan Hall ,20,Fall2017,Lecture,Jeffrey N  Bradbury,30
Sound for Televison & Film II,93804,BRC,309,2,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Lanigan Hall 19,Lanigan Hall ,19,Fall2017,Lecture,Jeffrey N  Bradbury,30
Mass Media and the Law,91817,BRC,319,3,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Mahar Hall 102,Mahar Hall ,102,Fall2017,Lecture,Brian   Moritz,30
Mass Media and the Law,91284,BRC,319,4,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Lanigan Hall 102A,Lanigan Hall ,102A,Fall2017,Lecture,Jason   Zenor,30
"Programs, Programming &Effects",90230,BRC,320,5,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Lanigan Hall 107,Lanigan Hall ,107,Fall2017,Lecture,David   Crider,30
"Programs, Programming &Effects",91823,BRC,320,6,Undergraduate ,3,,4:30 pm - 5:50 pm,TR,Lanigan Hall 103,Lanigan Hall ,103,Fall2017,Lecture,James R  Lerch,30
"Programs, Programming &Effects",91503,BRC,320,7,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",,"100% web, no face to face ",Fall2017,Distance Learning,Jason Matthew  Becker,30
Media Copywriting,90231,BRC,328,1,Undergraduate ,3,,4:35 pm - 5:55 pm,MW,Lanigan Hall 20,Lanigan Hall ,20,Fall2017,Lecture,Timan Harris  Nekritz,30
Broadcast News Reporting,90232,BRC,329,2,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Lanigan Hall 20,Lanigan Hall ,20,Fall2017,Lecture,Michael J  Riecke,30
Broadcast News Reporting Lab,90965,BRC,329,3,Undergraduate ,3,,3:00 pm - 4:55 pm,F,Lanigan Hall 20,Lanigan Hall ,20,Fall2017,Laboratory,Michael J  Riecke,30
Sports Broadcasting,91803,BRC,345,4,Undergraduate ,3,,6:00 pm - 8:45 pm,T,Lanigan Hall 20,Lanigan Hall ,20,Fall2017,Lecture,James R  Lerch,30
"Chldrn,Womn&Minori Media",91273,BRC,350,5,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Lanigan Hall 106,Lanigan Hall ,106,Fall2017,Lecture,Jennifer   Fogel,30
Media and Society,92049,BRC,400,6,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Lanigan Hall 107A,Lanigan Hall ,107A,Fall2017,Lecture,Jennifer   Fogel,30
Social Networks and the Web,93615,BRC,421,7,Undergraduate ,3,,3:00 pm - 4:20 pm,M,Mahar Hall 102,Mahar Hall ,102,Fall2017,Lecture,Ulises A  Mejias,30
Social Networks and the Web,92969,BRC,421,1,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",,"100% web, no face to face ",Fall2017,Distance Learning,Ulises A  Mejias,30
Media Audiences,93626,BRC,425,2,Undergraduate ,3,,3:00 pm - 4:20 pm,MW,Mahar Hall 119,Mahar Hall ,119,Fall2017,Lecture,Jason   Zenor,30
Scriptwriting for Television,90233,BRC,428,3,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Lanigan Hall 106A,Lanigan Hall ,106A,Fall2017,Activity,Francisco   Suarez,30
Electron Field Prod&Video,93614,BRC,455,4,Undergraduate ,3,,2:20 pm - 3:40 pm,T,Mahar Hall 103,Mahar Hall ,103,Fall2017,Lecture,Marybeth   Longo,30
Teaching Mathematics,90102,CED,330,5,Undergraduate ,3,,8:00 am - 9:20 am,TR,Hewitt Union 228C,Hewitt Union ,228C,Fall2017,Lecture,Michael Joseph  Difabio,30
Teaching Science & Technology,92856,CED,340,6,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Hewitt Union 228C,Hewitt Union ,228C,Fall2017,Lecture,Eric   Olson,30
Teaching Science & Technology,90103,CED,340,7,Undergraduate ,3,,9:35 am - 10:55 am,TR,Hewitt Union 228C,Hewitt Union ,228C,Fall2017,Lecture,Eric   Olson,30
Teaching Science & Technology,90111,CED,340,1,Undergraduate ,3,,3:00 pm - 5:00 pm,M,Hewitt Union 228C,Hewitt Union ,228C,Fall2017,Lecture,Diann   Jackson,30
Teaching Social Studies,90116,CED,350,2,Undergraduate ,3,,4:30 pm - 7:30 pm,T,Sheldon Hall 337,Sheldon Hall ,337,Fall2017,Lecture,Robyn Lynn  Proud,30
Teaching Social Studies,90117,CED,350,3,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Sheldon Hall 332,Sheldon Hall ,332,Fall2017,Lecture,Ritu   Radhakrishnan,30
Teaching Social Studies,92864,CED,350,4,Undergraduate ,3,,4:30 pm - 7:30 pm,W,Sheldon Hall 337,Sheldon Hall ,337,Fall2017,Lecture,Robyn Lynn  Proud,30
Field Placement III,90119,CED,393,5,Undergraduate ,3,,TBA,TBA,Off Campus ,Off Campus ,,Fall2017,Student Teaching,Lorraine Middleton  Malecki,30
Integrated Childhood Methods,92157,CED,394,6,Undergraduate ,3,,8:00 am - 2:55 pm,TR,Off Campus ,Off Campus ,,Fall2017,Lecture,Lorraine Middleton  Malecki,30
Survey of Chemistry,90435,CHE,101,7,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Shineman Center 122,Shineman Center ,122,Fall2017,Lecture,Francis Philip  Pappalardo,30
Freshman Seminar,92115,CHE,110,1,Undergraduate ,3,,11:30 am - 12:25 pm,M,Shineman Center 103,Shineman Center ,103,Fall2017,Seminar,Kristin Irene  Gublo,30
Freshman Seminar,92116,CHE,110,2,Undergraduate ,3,,11:30 am - 12:25 pm,W,Shineman Center 103,Shineman Center ,103,Fall2017,Seminar,Kristin Irene  Gublo,30
Freshman Seminar,92337,CHE,110,3,Undergraduate ,3,,12:40 pm - 1:35 pm,F,Shineman Center 103,Shineman Center ,103,Fall2017,Seminar,Kristin Irene  Gublo,30
General Chemistry,90437,CHE,111,4,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Shineman Center 122,Shineman Center ,122,Fall2017,Lecture,Jeffery A.  Schneider,30
General Chemistry,91453,CHE,111,5,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Shineman Center 122,Shineman Center ,122,Fall2017,Lecture,Kestutis G  Bendinskas,30
General Chemistry,90438,CHE,111,6,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Park Hall 315,Park Hall ,315,Fall2017,Lecture,Thomas M  Brown,30
General Chemistry,93821,CHE,111,7,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Park Hall 315,Park Hall ,315,Fall2017,Lecture,Sarah   Harris,30
General Chemistry-majors only,92792,CHE,111,1,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Shineman Center 175,Shineman Center ,175,Fall2017,Lecture,Casey C  Raymond,30
Laboratory (for Che 111),90444,CHE,113,2,Undergraduate ,3,,2:20 pm - 5:15 pm,T,Shineman Center 104,Shineman Center ,104,Fall2017,Laboratory,Kimberly Eileen  LaGatta,30
Laboratory (for Che 111),90440,CHE,113,3,Undergraduate ,3,,2:20 pm - 5:15 pm,T,Shineman Center 106,Shineman Center ,106,Fall2017,Laboratory,Dylan J  Charland,30
Laboratory (for Che 111),90441,CHE,113,4,Undergraduate ,3,,1:50 pm - 4:45 pm,W,Shineman Center 106,Shineman Center ,106,Fall2017,Laboratory,Timothy Tiljevang  Jones,30
Laboratory (for Che 111),90445,CHE,113,5,Undergraduate ,3,,1:50 pm - 4:45 pm,W,Shineman Center 104,Shineman Center ,104,Fall2017,Laboratory,Kate Marguerite  Bailie,30
Laboratory (for Che 111),90783,CHE,113,6,Undergraduate ,3,,8:00 am - 10:55 am,R,Shineman Center 104,Shineman Center ,104,Fall2017,Laboratory,Kevin   Clark,30
Laboratory (for Che 111),90442,CHE,113,7,Undergraduate ,3,,11:10 am - 2:05 pm,R,Shineman Center 104,Shineman Center ,104,Fall2017,Laboratory,MaryCatherine Elizabeth  Rice,30
Laboratory (for Che 111),90608,CHE,113,1,Undergraduate ,3,,11:10 am - 2:05 pm,R,Shineman Center 106,Shineman Center ,106,Fall2017,Laboratory,Mahemuti   Xiadiman,30
Laboratory (for Che 111),90443,CHE,113,2,Undergraduate ,3,,2:20 pm - 5:15 pm,R,Shineman Center 106,Shineman Center ,106,Fall2017,Laboratory,Kimberly Eileen  LaGatta,30
Laboratory (for Che 111)major,92037,CHE,113,3,Undergraduate ,3,,1:50 pm - 4:45 pm,M,Shineman Center 104,Shineman Center ,104,Fall2017,Laboratory,Timothy Tiljevang  Jones,30
Laboratory (for Che 111),90446,CHE,113,4,Undergraduate ,3,,2:20 pm - 5:15 pm,R,Shineman Center 104,Shineman Center ,104,Fall2017,Laboratory,Kevin   Clark,30
Laboratory (for Che 111),91280,CHE,113,5,Undergraduate ,3,,8:00 am - 10:55 am,T,Shineman Center 104,Shineman Center ,104,Fall2017,Laboratory,Timothy Tiljevang  Jones,30
Laboratory (for Che 111),91536,CHE,113,6,Undergraduate ,3,,1:50 pm - 4:45 pm,M,Shineman Center 103,Shineman Center ,103,Fall2017,Laboratory,Dylan J  Charland,30
Laboratory (for Che 111),91455,CHE,113,7,Undergraduate ,3,,8:00 am - 10:55 am,T,Shineman Center 103,Shineman Center ,103,Fall2017,Laboratory,MaryCatherine Elizabeth  Rice,30
Laboratory (for Che 111),91570,CHE,113,1,Undergraduate ,3,,11:10 am - 2:05 pm,T,Shineman Center 103,Shineman Center ,103,Fall2017,Laboratory,Mahemuti   Xiadiman,30
Laboratory (for Che 111),92038,CHE,113,2,Undergraduate ,3,,11:10 am - 2:05 pm,T,Shineman Center 106,Shineman Center ,106,Fall2017,Laboratory,Kevin   Clark,30
Laboratory (for Che 111),92039,CHE,113,3,Undergraduate ,3,,2:20 pm - 5:15 pm,T,Shineman Center 103,Shineman Center ,103,Fall2017,Laboratory,MaryCatherine Elizabeth  Rice,30
Laboratory (for Che 111),92793,CHE,113,4,Undergraduate ,3,,10:20 am - 1:15 pm,W,Shineman Center 104,Shineman Center ,104,Fall2017,Laboratory,Mahemuti   Xiadiman,30
Laboratory (for Che 111),90439,CHE,113,5,Undergraduate ,3,,11:10 am - 2:05 pm,T,Shineman Center 104,Shineman Center ,104,Fall2017,Laboratory,Sarah   Harris,30
Laboratory (for Che 111),91870,CHE,113,6,Undergraduate ,3,,8:00 am - 10:55 am,R,Shineman Center 106,Shineman Center ,106,Fall2017,Laboratory,Kimberly Eileen  LaGatta,30
Laboratory (for Che 111)major,90844,CHE,113,7,Undergraduate ,3,,1:50 pm - 4:45 pm,M,Shineman Center 106,Shineman Center ,106,Fall2017,Laboratory,Jeffery A.  Schneider,30
Laboratory (for Che 111),92346,CHE,113,1,Undergraduate ,3,,8:00 am - 10:55 am,T,Shineman Center 106,Shineman Center ,106,Fall2017,Laboratory,Dylan J  Charland,30
Chemistry & Public Concern,90447,CHE,209,2,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Shineman Center 122,Shineman Center ,122,Fall2017,Lecture,Timothy F  Braun,30
General Chem II,90448,CHE,212,3,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Shineman Center 170,Shineman Center ,170,Fall2017,Lecture,Martha   Bruch,30
Laboratory (for Che 212),90450,CHE,214,4,Undergraduate ,3,,11:10 am - 2:05 pm,R,Shineman Center 103,Shineman Center ,103,Fall2017,Laboratory,Alison Nicole  Taylor,30
Laboratory (for Che 212),90449,CHE,214,5,Undergraduate ,3,,2:20 pm - 5:15 pm,R,Shineman Center 103,Shineman Center ,103,Fall2017,Laboratory,Alison Nicole  Taylor,30
Introductory Organic Chemistry,90451,CHE,230,6,Undergraduate ,3,,9:35 am - 10:55 am,TR,Shineman Center 122,Shineman Center ,122,Fall2017,Lecture,Matthew S  Baker,30
Intro Organic CHE Laboratory,90452,CHE,230,7,Undergraduate ,3,,11:10 am - 2:05 pm,R,Shineman Center 101,Shineman Center ,101,Fall2017,Laboratory,Shaun M  Henderson,30
Intro Organic CHE Laboratory,90453,CHE,230,1,Undergraduate ,3,,2:20 pm - 5:15 pm,R,Shineman Center 101,Shineman Center ,101,Fall2017,Laboratory,Jack   Malfitano,30
Introductory Organic Chemistry,91626,CHE,230,2,Undergraduate ,3,,5:30 pm - 8:25 pm,R,Shineman Center 101,Shineman Center ,101,Fall2017,Laboratory,Shaun M  Henderson,30
Environmental Science,91615,CHE,300,3,Undergraduate ,3,,3:00 pm - 4:20 pm,MW,Shineman Center 175,Shineman Center ,175,Fall2017,Lecture,Webe   Kadima,30
Environmental Science,90454,CHE,300,4,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",,"100% web, no face to face ",Fall2017,Distance Learning,Jeffery A.  Schneider,30
Criminalistic Chemistry,90455,CHE,305,5,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Shineman Center 183,Shineman Center ,183,Fall2017,Lecture,Shokouh H  Haddadi,30
Analytical Chemistry,91613,CHE,322,6,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Shineman Center 183,Shineman Center ,183,Fall2017,Lecture,Shokouh H  Haddadi,30
Analytical Chemistry Lab,90964,CHE,322,7,Undergraduate ,3,,3:00 pm - 7:00 pm,R,Shineman Center 205,Shineman Center ,205,Fall2017,Laboratory,Robert S  Morse,30
Analytical Chemistry Lab,91614,CHE,322,1,Undergraduate ,3,,12:45 pm - 4:45 pm,T,Shineman Center 205,Shineman Center ,205,Fall2017,Laboratory,Webe   Kadima,30
Organic Chemistry,90456,CHE,331,2,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Park Hall 315,Park Hall ,315,Fall2017,Lecture,Matthew S  Baker,30
Organic Chemistry-Majors only,91305,CHE,331,3,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Shineman Center 174,Shineman Center ,174,Fall2017,Lecture,Fehmi   Damkaci,30
Organic Chemistry Laboratory,90989,CHE,331,4,Undergraduate ,3,,8:00 am - 10:55 am,T,Shineman Center 101,Shineman Center ,101,Fall2017,Laboratory,Matthew S  Baker,30
Organic Chemistry Laboratory,90457,CHE,331,5,Undergraduate ,3,,11:10 am - 2:05 pm,T,Shineman Center 101,Shineman Center ,101,Fall2017,Laboratory,Matthew S  Baker,30
Organic Chemistry Laboratory,90458,CHE,331,6,Undergraduate ,3,,2:20 pm - 5:15 pm,T,Shineman Center 101,Shineman Center ,101,Fall2017,Laboratory,Matthew S  Baker,30
Organic Chemistry Laboratory,90460,CHE,331,7,Undergraduate ,3,,1:50 pm - 4:45 pm,W,Shineman Center 101,Shineman Center ,101,Fall2017,Laboratory,Matthew S  Baker,30
Organic Chemistry Laboratory,91048,CHE,331,1,Undergraduate ,3,,5:30 pm - 8:25 pm,M,Shineman Center 101,Shineman Center ,101,Fall2017,Laboratory,Matthew S  Baker,30
Organic Chemistry-Laboratory,92754,CHE,331,2,Undergraduate ,3,,10:20 am - 1:15 pm,M,Shineman Center 101,Shineman Center ,101,Fall2017,Laboratory,Matthew S  Baker,30
Organic Chemistry-Laboratory,92755,CHE,331,3,Undergraduate ,3,,10:20 am - 1:15 pm,W,Shineman Center 101,Shineman Center ,101,Fall2017,Laboratory,Matthew S  Baker,30
Organic Che Lab,major only,90459,,4,Undergraduate ,3,,1:50 pm - 4:45 pm,M,Shineman Center 101,Shineman Center ,101,Fall2017,Laboratory,Matthew S  Baker,30
Physical Chemistry,90461,CHE,341,5,Undergraduate ,3,,9:35 am - 10:55 am,TR,Shineman Center 175,Shineman Center ,175,Fall2017,Lecture,Jeffery A.  Schneider,30
Comp Physical Chem Lab,91754,CHE,343,6,Undergraduate ,3,,12:45 pm - 4:45 pm,T,Shineman Center 201,Shineman Center ,201,Fall2017,Laboratory,Martha   Bruch,30
NMR Laboratory,93769,CHE,403,7,Undergraduate ,3,,1:50 pm - 3:55 pm,MW,Shineman Center 201,Shineman Center ,201,Fall2017,Lecture,Martha   Bruch,30
Forensic Science,90462,CHE,405,1,Undergraduate ,3,,1:50 pm - 5:05 pm,W,Shineman Center 103,Shineman Center ,103,Fall2017,Lecture,Shokouh H  Haddadi,30
Instrumental Analysis,91624,CHE,425,2,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Shineman Center 178,Shineman Center ,178,Fall2017,Lecture,Vadoud H  Niri,30
Instrumental Analysis Lab,93644,CHE,425,3,Undergraduate ,3,,12:40 pm - 4:40 pm,M,Shineman Center 203,Shineman Center ,203,Fall2017,Laboratory,Vadoud H  Niri,30
Inorganic Chemistry,90463,CHE,451,4,Undergraduate ,3,,8:00 am - 9:20 am,TR,Shineman Center 172,Shineman Center ,172,Fall2017,Lecture,Thomas M  Brown,30
Biochemistry,90464,CHE,461,5,Undergraduate ,3,,5:30 pm - 6:55 pm,TR,Shineman Center 122,Shineman Center ,122,Fall2017,Lecture,Julia   Koeppe,30
Biochemistry Lab,90465,CHE,461,6,Undergraduate ,3,,1:50 pm - 4:45 pm,M,Shineman Center 112,Shineman Center ,112,Fall2017,Laboratory,Julia   Koeppe,30
Biochemistry Lab,90990,CHE,461,7,Undergraduate ,3,,5:30 pm - 8:25 pm,M,Shineman Center 112,Shineman Center ,112,Fall2017,Laboratory,Webe   Kadima,30
Biochemistry Lab,91508,CHE,461,1,Undergraduate ,3,,2:20 pm - 5:15 pm,T,Shineman Center 112,Shineman Center ,112,Fall2017,Laboratory,Julia   Koeppe,30
ST: Biotech Seminal Research,91981,CHE,501,2,Graduate ,3,,11:10 am - 12:30 pm,TR,Park Hall 314,Park Hall ,314,Fall2017,Lecture,Kestutis G  Bendinskas,30
NMR Laboratory,93770,CHE,503,3,Graduate ,3,,1:50 pm - 3:55 pm,MW,Shineman Center 201,Shineman Center ,201,Fall2017,Lecture,Martha   Bruch,30
Analytical Spectroscopy,93042,CHE,526,4,Graduate ,3,,10:20 am - 11:15 am,MWF,Park Hall 304,Park Hall ,304,Fall2017,Lecture,Vadoud H  Niri,30
Medicinal Chemistry,93754,CHE,555,5,"Undergraduate, Graduate ",3,,11:30 am - 12:25 pm,MWF,Park Hall 314,Park Hall ,314,Fall2017,Lecture,Fehmi   Damkaci,30
STIO:Metal Medicine/Environmen,93645,CHE,559,6,Graduate ,3,,5:30 pm - 6:50 pm,TR,Shineman Center 185,Shineman Center ,185,Fall2017,Lecture,Sarah   Harris,30
Biochemistry,90466,CHE,561,7,Graduate ,3,,5:30 pm - 6:55 pm,TR,Shineman Center 122,Shineman Center ,122,Fall2017,Lecture,Julia   Koeppe,30
Biochemistry Laboratory,90467,CHE,561,1,Graduate ,3,,1:50 pm - 4:45 pm,M,Shineman Center 112,Shineman Center ,112,Fall2017,Laboratory,Julia   Koeppe,30
Elementary Chinese,90818,CHI,101,2,Undergraduate ,3,,5:00 pm - 6:25 pm,MW,Marano Campus Center 223,Marano Campus Center ,223,Fall2017,Lecture,Ching Hung  Hsiao,30
Arts and Ideas,91456,CMA,100,3,Undergraduate ,3,,3:00 pm - 3:55 pm,W,Lanigan Hall 107A,Lanigan Hall ,107A,Fall2017,Lecture,Sally   Rock-Blake,30
Arts and Ideas,91165,CMA,100,4,Undergraduate ,3,,4:10 pm - 5:30 pm,W,Lanigan Hall 107A,Lanigan Hall ,107A,Fall2017,Lecture,Sally   Rock-Blake,30
Integrated Media Theory/Design,93601,CMA,400,5,Undergraduate ,3,,4:30 pm - 7:15 pm,W,Mahar Hall 211,Mahar Hall ,211,Fall2017,Lecture,Serenity   Sutherland,30
Intro to Cognitive Science,90473,COG,166,6,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Shineman Center 183,Shineman Center ,183,Fall2017,Lecture,David   Vampola,30
Intro to Cognitive Science,92277,COG,166,7,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Shineman Center 172,Shineman Center ,172,Fall2017,Lecture,David   Vampola,30
Program/Knowledge Representati,91457,COG,241,1,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Shineman Center 444,Shineman Center ,444,Fall2017,Lecture,Craig   Graci,30
"Brains, Minds, & Consciousness",91133,COG,266,2,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Mahar Hall 208,Mahar Hall ,208,Fall2017,Lecture,Theo   Rhodes,30
Comp Models of Cognitive Sci,93711,COG,366,3,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Shineman Center 444,Shineman Center ,444,Fall2017,Lecture,Craig   Graci,30
Cognitive Systems,93534,COG,435,4,Undergraduate ,3,,8:45 am - 10:05 am,MW,Mahar Hall 116,Mahar Hall ,116,Fall2017,Lecture,Theo   Rhodes,30
Semiotics & Study of Meaning,93802,COG,444,5,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Shineman Center 444,Shineman Center ,444,Fall2017,Lecture,David   Vampola,30
Foundations Of Communication,90234,COM,100,6,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Lanigan Hall 101,Lanigan Hall ,101,Fall2017,Lecture,Jessica K  Reeher,30
Foundations Of Communication,91869,COM,100,7,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",,"100% web, no face to face ",Fall2017,Distance Learning,Denise   Casey,30
Critical Thinking/Public Speak,93237,COM,210,1,Undergraduate ,3,,9:35 am - 10:55 am,TR,Mahar Hall 119,Mahar Hall ,119,Fall2017,Lecture,Jill M  Ennis,30
