Coursename,CRN,Department,CourseID,Section,Level,Credits,Prerequisites,timeslot,Day,Location,,,Term,Roomtype,Instructor,Capacity
Arts and Ideas,91456,CMA,100,7,Undergraduate ,3,,3:00 pm - 3:55 pm,W,Lanigan Hall 102A,Lanigan Hall ,102A,Fall2016,Lecture,Sally   Rock-Blake,30
Arts and Ideas,91165,CMA,100,1,Undergraduate ,3,,4:10 pm - 5:30 pm,W,Lanigan Hall 102A,Lanigan Hall ,34,Fall2016,Lecture,Sally   Rock-Blake,30
Graphic Design Essentials,93040,CMA,201,2,Undergraduate ,3,,6:00 pm - 8:00 pm,TR,Lanigan Hall 34,Mahar Hall ,208,Fall2016,Lecture,Kimberly Ann  Kittleson,30
Intro to Cognitive Science,90473,COG,166,3,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Mahar Hall 208,Shineman Center ,170,Fall2016,Lecture,David   Vampola,30
Intro to Cognitive Science,92277,COG,166,4,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Shineman Center 170,Shineman Center ,444,Fall2016,Lecture,David   Vampola,30
Program/Knowledge Representati,91457,COG,241,5,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Shineman Center 444,Mahar Hall ,214,Fall2016,Lecture,Craig   Graci,30
"Brains, Minds, & Consciousness",91133,COG,266,6,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Mahar Hall 214,Lanigan Hall ,104,Fall2016,Lecture,Theo   Rhodes,30
Foundations Of Communication,90234,COM,100,7,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Lanigan Hall 104,Lanigan Hall ,104,Fall2016,Lecture,Jessica K  Reeher,30
Foundations Of Communication,92735,COM,100,1,Undergraduate ,3,,6:15 pm - 9:00 pm,T,Lanigan Hall 104,Lanigan Hall ,104,Fall2016,Lecture,Anna   Ziegler,30
Found Of Communication LLC,93039,COM,100,2,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Lanigan Hall 104,,"100% web, no face to face ",Fall2016,Lecture,Jessica K  Reeher,30
Foundations Of Communication,91869,COM,100,3,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Mahar Hall ,102,Fall2016,Distance Learning,Denise   Casey,30
Critical Thinking/Public Speak,93237,COM,210,4,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Mahar Hall 102,Sheldon Hall ,337,Fall2016,Lecture,John K  Smith,30
Critical Thinking/Public Speak,93035,COM,210,5,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Sheldon Hall 337,Mahar Hall ,216,Fall2016,Lecture,Mary   Simone,30
Critical Thinking/Public Speak,90235,COM,210,6,Undergraduate ,3,,4:40 pm - 6:05 pm,MW,Mahar Hall 216,Mahar Hall ,216,Fall2016,Lecture,Penny S  Morley,30
Critical Thinking/Public Speak,90236,COM,210,7,Undergraduate ,3,,6:20 pm - 7:45 pm,MW,Mahar Hall 216,Mahar Hall ,108,Fall2016,Lecture,Penny S  Morley,30
CriticalThink/PublicSpeakLLC,91057,COM,210,1,Undergraduate ,3,,8:00 am - 9:20 am,TR,Mahar Hall 108,Lanigan Hall ,106A,Fall2016,Lecture,Jill M  Ennis,30
Critical Thinking/Public Speak,91533,COM,210,2,Undergraduate ,3,,6:00 pm - 8:45 pm,R,Lanigan Hall 106A,Mahar Hall ,119,Fall2016,Lecture,Michael J  Masucci,30
Critical Thinking/Public Speak,91029,COM,210,3,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Mahar Hall 119,Lanigan Hall ,106A,Fall2016,Lecture,Gabor   Hardy,30
Critical Thinking/Public Speak,91322,COM,210,4,Undergraduate ,3,,6:00 pm - 8:45 pm,T,Lanigan Hall 106A,Mahar Hall ,103,Fall2016,Lecture,Michael J  Masucci,30
Critical Thinking/Public Speak,91274,COM,210,5,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Mahar Hall 103,Mahar Hall ,119,Fall2016,Lecture,John K  Smith,30
Critical Thinking/Public Speak,91275,COM,210,6,Undergraduate ,3,,8:00 am - 8:55 am,MWF,Mahar Hall 119,Lanigan Hall ,102A,Fall2016,Lecture,Gabor   Hardy,30
Critical Thinking/Public Speak,92357,COM,210,7,Undergraduate ,3,,8:00 am - 9:20 am,TR,Lanigan Hall 102A,Mahar Hall ,118,Fall2016,Lecture,Thomas   Downs,30
Strategic Communication in Bus,91486,COM,211,1,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Mahar Hall 118,Lanigan Hall ,107A,Fall2016,Seminar,Rose Marie   Crisalli,30
Strategic Communication in Bus,91487,COM,211,2,Undergraduate ,3,,6:00 pm - 7:20 pm,TR,Lanigan Hall 107A,Park Hall ,211,Fall2016,Seminar,Judith Ann  Roberts,30
Strategic Communication in Bus,91488,COM,211,3,Undergraduate ,3,,3:00 pm - 4:25 pm,MW,Park Hall 211,Lanigan Hall ,107A,Fall2016,Seminar,Anastasia   Gagas,30
Strategic Communication in Bus,91490,COM,211,4,Undergraduate ,3,,7:35 pm - 8:55 pm,TR,Lanigan Hall 107A,Lanigan Hall ,107A,Fall2016,Seminar,Judith Ann  Roberts,30
Strategic Communication in Bus,91491,COM,211,5,Undergraduate ,3,,8:00 am - 9:20 am,TR,Lanigan Hall 107A,Lanigan Hall ,107A,Fall2016,Seminar,Tiffany   Bell,30
Strategic Communication in Bus,91492,COM,211,6,Undergraduate ,3,,9:35 am - 10:55 am,TR,Lanigan Hall 107A,Mahar Hall ,106,Fall2016,Seminar,Tiffany   Bell,30
Strategic Communication in Bus,91493,COM,211,7,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Mahar Hall 106,Mahar Hall ,106,Fall2016,Seminar,Stephanie   Wideman,30
Strategic Communication in Bus,91494,COM,211,,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Mahar Hall 106,Marano Campus Center ,142,Fall2016,Seminar,Stephanie   Wideman,30
Strategic Communication in Bus,91489,COM,211,1,Undergraduate ,3,,5:00 pm - 7:45 pm,W,Marano Campus Center 142,Hewitt Union ,228B,Fall2016,Seminar,Christopher Lawrence  Hockey,30
Strategic Comm in Bus LLC,91485,COM,211,2,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Hewitt Union 228B,Lanigan Hall ,107A,Fall2016,Seminar,Sarah Ann  Bozek,30
Strategic Communication in Bus,91525,COM,211,3,Undergraduate ,3,,6:20 pm - 7:45 pm,MW,Lanigan Hall 107A,Mahar Hall ,314,Fall2016,Seminar,Michael Charles  Backus,30
Strategic Communication in Bus,91690,COM,211,4,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Mahar Hall 314,Lanigan Hall ,35,Fall2016,Seminar,Laura Ann  Lewin,30
Strategic Communication in Bus,91853,COM,211,5,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Lanigan Hall 35,Lanigan Hall ,35,Fall2016,Seminar,Amy   Vergamini,30
Strategic Communication in Bus,91526,COM,211,6,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Lanigan Hall 35,Mahar Hall ,203,Fall2016,Seminar,Amy   Vergamini,30
Strategic Communication in Bus,92736,COM,211,7,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Mahar Hall 203,Mahar Hall ,314,Fall2016,Seminar,Rose Marie   Crisalli,30
Strategic Communication in Bus,91527,COM,211,1,Undergraduate ,3,,8:00 am - 8:55 am,MWF,Mahar Hall 314,Sonata ,105,Fall2016,Seminar,Rose Marie   Crisalli,30
Strategic Communication in Bus,92960,COM,211,2,Undergraduate ,3,,12:00 pm - 1:20 pm,TR,Sonata 105,,"100% web, no face to face ",Fall2016,Seminar,Leila   Karkia,30
Strategic Comm in Business,92328,COM,211,3,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Lanigan Hall ,107A,Fall2016,Distance Learning,Amy B  McHugh,30
Interpersonal Communication,90237,COM,212,4,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Lanigan Hall 107A,Lanigan Hall ,107A,Fall2016,Lecture,Heidi   Bulk,30
Interpersonal Communication,91291,COM,212,5,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Lanigan Hall 107A,Lanigan Hall ,107A,Fall2016,Lecture,Tiffany   Bell,30
Interpersonal Communication,92057,COM,212,6,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Lanigan Hall 107A,Mahar Hall ,208,Fall2016,Lecture,Kristan Lorraine  Johnson,30
Interpersonal Communication,91442,COM,212,7,Undergraduate ,3,,4:40 pm - 6:05 pm,MW,Mahar Hall 208,Mahar Hall ,214,Fall2016,Lecture,Stephanie   Wideman,30
Survey Of Public Relations,90239,COM,215,1,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Mahar Hall 214,Mahar Hall ,214,Fall2016,Lecture,Erica L  Henriksen,30
Survey Of Public Relations,90240,COM,215,2,Undergraduate ,3,,4:40 pm - 6:05 pm,MW,Mahar Hall 214,Mahar Hall ,108,Fall2016,Lecture,Taejin   Jung,30
Group Interaction & Discussion,92048,COM,240,3,Undergraduate ,3,,9:35 am - 10:55 am,TR,Mahar Hall 108,Lanigan Hall ,106A,Fall2016,Lecture,Jill M  Ennis,30
Communication Theories,90238,COM,301,4,Undergraduate ,3,,3:00 pm - 4:25 pm,MW,Lanigan Hall 106A,Lanigan Hall ,107A,Fall2016,Lecture,Jennifer   Knapp,30
Communication Theories,91632,COM,301,5,Undergraduate ,3,,4:40 pm - 6:05 pm,MW,Lanigan Hall 107A,Mahar Hall ,208,Fall2016,Lecture,Tiffany   Bell,30
Message Criticism,90727,COM,302,6,Undergraduate ,3,,3:00 pm - 4:25 pm,MW,Mahar Hall 208,,"100% web, no face to face ",Fall2016,Lecture,Stephanie   Wideman,30
Message Criticism,91531,COM,302,7,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",,"100% web, no face to face ",Fall2016,Distance Learning,Steven M  Granelli,30
Message Criticism,91532,COM,302,1,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Mahar Hall ,103,Fall2016,Distance Learning,Steven M  Granelli,30
Qualitative Research Methods,91443,COM,303,2,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Mahar Hall 103,Mahar Hall ,107,Fall2016,Lecture,Jenny   Rosenberg,30
Qualitative Research Methods,91631,COM,303,3,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Mahar Hall 107,Mahar Hall ,210,Fall2016,Lecture,Jenny   Rosenberg,30
PublicRelationsWriting&MassMed,91630,COM,313,4,Undergraduate ,3,,9:35 am - 10:55 am,TR,Mahar Hall 210,Mahar Hall ,210,Fall2016,Lecture,Amy Alissa  Rood,30
PublicRelationsWriting&MassMed,91872,COM,313,5,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Mahar Hall 210,Mahar Hall ,211,Fall2016,Lecture,Denise M  DiRienzo,30
Design & Layout For Media,91691,COM,315,6,Undergraduate ,3,,9:35 am - 10:55 am,TR,Mahar Hall 211,Mahar Hall ,211,Fall2016,Lecture,Woomi   Shim,30
Design & Layout For Media,91692,COM,315,7,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Mahar Hall 211,Lanigan Hall ,107A,Fall2016,Lecture,Woomi   Shim,30
Survey of Health Communication,92965,COM,316,1,Undergraduate ,3,,3:00 pm - 4:25 pm,MW,Lanigan Hall 107A,Mahar Hall ,204,Fall2016,Lecture,Taejin   Jung,30
Public Relations Research,90833,COM,317,2,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Mahar Hall 204,Mahar Hall ,204,Fall2016,Lecture,Lindsay Marie  McCluskey,30
Public Relations Research,92047,COM,317,3,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Mahar Hall 204,Mahar Hall ,122,Fall2016,Lecture,Lindsay Marie  McCluskey,30
Event Planning,91744,COM,318,4,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Mahar Hall 122,Lanigan Hall ,102A,Fall2016,Lecture,Denise M  DiRienzo,30
Argumentation & Debate,91822,COM,350,5,Undergraduate ,3,,9:35 am - 10:55 am,TR,Lanigan Hall 102A,Mahar Hall ,103,Fall2016,Lecture,Thomas   Downs,30
Persuasion,90752,COM,360,6,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Mahar Hall 103,Lanigan Hall ,107A,Fall2016,Lecture,John K  Smith,30
Persuasion,91696,COM,360,7,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Lanigan Hall 107A,Hewitt Union ,228B,Fall2016,Lecture,Jessica K  Reeher,30
Case Studies Public Relations,90241,COM,415,1,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Hewitt Union 228B,Mahar Hall ,204,Fall2016,Lecture,Sarah Ann  Bozek,30
Case Studies Public Relations,92058,COM,415,2,Undergraduate ,3,,9:35 am - 10:55 am,TR,Mahar Hall 204,Lanigan Hall ,107A,Fall2016,Lecture,Lindsay Marie  McCluskey,30
Capstone in Public Relations,90242,COM,416,3,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Lanigan Hall 107A,Lanigan Hall ,107A,Fall2016,Lecture,Taejin   Jung,30
Capstone in Public Relations,92050,COM,416,4,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Lanigan Hall 107A,,"100% web, no face to face ",Fall2016,Lecture,Taejin   Jung,30
InterculturalCommunicationCOIL,92968,COM,422,5,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Mahar Hall ,204,Fall2016,Distance Learning,Amy B  McHugh,30
Communication/Service Learning,91444,COM,490,6,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Mahar Hall 204,Lanigan Hall ,35,Fall2016,Lecture,Jenny   Rosenberg,30
Int to Strategic Communication,92056,COM,500,7,Graduate ,3,,6:00 pm - 8:45 pm,T,Lanigan Hall 35,Mahar Hall ,210,Fall2016,Lecture,Mary   Toale,30
Applied Research Methods,93277,COM,503,1,Graduate ,3,,5:00 pm - 6:50 pm,MW,Mahar Hall 210,Lanigan Hall ,102,Fall2016,Lecture,Katherine   Thweatt,30
Issues & Careers Human Service,90176,CPS,308,2,Undergraduate ,3,,3:55 pm - 6:55 pm,T,Lanigan Hall 102,Lanigan Hall ,107,Fall2016,Lecture,Barbara   Streets,30
Introduction to Counseling,90177,CPS,310,3,Undergraduate ,3,,9:35 am - 10:55 am,TR,Lanigan Hall 107,Lanigan Hall ,107,Fall2016,Lecture,Michael G  Mullen,30
Introduction to Counseling,93003,CPS,310,4,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Lanigan Hall 107,Lanigan Hall ,106,Fall2016,Lecture,Michael G  Mullen,30
Intro to Family,90178,CPS,391,5,Undergraduate ,3,,3:30 pm - 6:15 pm,M,Lanigan Hall 106,Mahar Hall ,108,Fall2016,Lecture,Christine Gambatese  Alencewicz,30
Intro to Family,93004,CPS,391,6,Undergraduate ,3,,3:30 pm - 6:15 pm,W,Mahar Hall 108,Mahar Hall ,116,Fall2016,Lecture,Jason   Duffy,30
Intr to Expressive Art Therapy,92211,CPS,393,7,Undergraduate ,3,,12:00 pm - 2:45 pm,W,Mahar Hall 116,Mahar Hall ,118,Fall2016,Lecture,Kristin Renee  MacDonald,30
Intr to Expressive Art Therapy,90724,CPS,393,1,Undergraduate ,3,,1:50 pm - 4:35 pm,M,Mahar Hall 118,Mahar Hall ,215,Fall2016,Lecture,Kristin Renee  MacDonald,30
Psych Found,Personality,90182,,2,Graduate ,3,,11:00 am - 1:45 pm,M,Mahar Hall 215,Mahar Hall ,111,Fall2016,Lecture,Tamara   Sullivan,30
Psych Found,Personality,90183,,3,Graduate ,3,,11:30 am - 2:05 pm,T,Mahar Hall 111,Sonata ,118,Fall2016,Lecture,Tamara   Sullivan,30
Psych Found,Personality,91170,,4,Graduate ,3,,5:30 pm - 8:15 pm,T,Sonata 118,Mahar Hall ,106,Fall2016,Lecture,Terrance E  O'Brien,30
Psych Found,Development,91301,,5,Graduate ,3,,4:40 pm - 7:25 pm,M,Mahar Hall 106,Sonata ,103,Fall2016,Lecture,Jason   Duffy,30
Psych Found,Development,91271,,6,Graduate ,3,,5:00 pm - 7:45 pm,T,Sonata 103,Sonata ,118,Fall2016,Lecture,Carlo   Cuccaro,30
Found. Mental Health Coun,91172,CPS,508,7,Graduate ,3,,5:00 pm - 7:45 pm,M,Sonata 118,Sonata ,301,Fall2016,Lecture,Sarah F  Spiegelhoff,30
Prof.Orient/Ethics MH Counsel,90187,CPS,509,1,Graduate ,3,,5:00 pm - 7:45 pm,W,Sonata 301,Mahar Hall ,117,Fall2016,Lecture,Tiphanie   Gonzalez,30
Counseling Theory & Process,90188,CPS,510,2,Graduate ,3,,1:00 pm - 3:45 pm,W,Mahar Hall 117,Mahar Hall ,114,Fall2016,Lecture,Jodi Ann  Mullen,30
Counseling Theory & Process,90189,CPS,510,3,Graduate ,3,,9:30 am - 12:05 pm,R,Mahar Hall 114,Mahar Hall ,117,Fall2016,Lecture,Jodi Ann  Mullen,30
Counseling Theory & Process,90191,CPS,510,4,Graduate ,3,,9:30 am - 12:15 pm,W,Mahar Hall 117,Sonata ,118,Fall2016,Lecture,Jodi Ann  Mullen,30
Counseling Theory & Process,91171,CPS,510,5,Graduate ,3,,5:30 pm - 8:15 pm,R,Sonata 118,Sonata ,104,Fall2016,Lecture,Terrance E  O'Brien,30
Internship Mental Health Couns,92349,CPS,515,6,Graduate ,3,,5:30 pm - 8:30 pm,M,Sonata 104,Sonata ,,Fall2016,Internship,Terrance E  O'Brien,30
Internship Mental Health Couns,91824,CPS,515,7,Graduate ,3,,5:30 pm - 8:30 pm,M,Sonata ,Sonata ,,Fall2016,Internship,Terrance E  O'Brien,30
Intern:Alcohol/Substance Couns,91825,CPS,516,1,Graduate ,3,,5:30 pm - 8:30 pm,M,Sonata ,Lanigan Hall ,105,Fall2016,Internship,Terrance E  O'Brien,30
Orientation to Counsel.Profess,90195,CPS,530,2,Graduate ,3,,12:00 pm - 2:45 pm,M,Lanigan Hall 105,Mahar Hall ,111,Fall2016,Lecture,Sean   Finnerty,30
Intro to Group Process,90196,CPS,541,3,Graduate ,3,,4:10 pm - 8:10 pm,M,Mahar Hall 111,Mahar Hall ,118,Fall2016,Lecture,Tiphanie   Gonzalez,30
Ethno-cult Aspects of Trauma,91746,CPS,559,4,Graduate ,3,,4:10 pm - 7:30 pm,W,Mahar Hall 118,Mahar Hall ,111,Fall2016,Lecture,Barbara   Streets,30
Voc Dev & Decision-Making,90197,CPS,574,5,Graduate ,3,,8:00 am - 11:00 am,T,Mahar Hall 111,Mahar Hall ,111,Fall2016,Lecture,Barbara   Streets,30
Foundtn of Psy & Edu Appraisal,90198,CPS,585,6,Graduate ,3,,10:30 am - 1:15 pm,R,Mahar Hall 111,,"100% web, no face to face ",Fall2016,Lecture,Laura M  Spenceley,30
Foundtn of Psy & Edu Appraisal,91389,CPS,585,7,Graduate ,3,,TBA,TBA,"100% web, no face to face ",Mahar Hall ,112,Fall2016,Distance Learning,Michael   LeBlanc,30
Individual Cognitive Assessmen,90199,CPS,587,1,Graduate ,3,,9:45 am - 12:45 pm,W,Mahar Hall 112,Mahar Hall ,112,Fall2016,Lecture,Laura M  Spenceley,30
Individual Cognitive Assessmen,90921,CPS,587,2,Graduate ,3,,1:00 pm - 3:45 pm,W,Mahar Hall 112,Mahar Hall ,118,Fall2016,Lecture,Laura M  Spenceley,30
Intro. Expressive Art Therapy,91001,CPS,590,3,Graduate ,3,,1:50 pm - 4:35 pm,M,Mahar Hall 118,Mahar Hall ,116,Fall2016,Lecture,Kristin Renee  MacDonald,30
Intro. Expressive Art Therapy,92212,CPS,590,4,Graduate ,3,,12:00 pm - 2:45 pm,W,Mahar Hall 116,Mahar Hall ,111,Fall2016,Lecture,Kristin Renee  MacDonald,30
Intro to Family Systems,90200,CPS,591,5,Graduate ,3,,12:40 pm - 3:20 pm,M,Mahar Hall 111,Mahar Hall ,111,Fall2016,Lecture,Jason   Duffy,30
Intro to Play Therapy,91390,CPS,592,6,Graduate ,3,,5:00 pm - 8:00 pm,W,Mahar Hall 111,Sonata ,104,Fall2016,Lecture,Christie Lynn  Jarvi,30
Research Methods in HS/CC,91446,CPS,596,7,Graduate ,3,,5:00 pm - 7:45 pm,T,Sonata 104,Mahar Hall ,111,Fall2016,Lecture,Tiphanie   Gonzalez,30
Trends & Issues in Higher Ed,92886,CPS,607,1,Graduate ,3,,1:30 pm - 4:15 pm,R,Mahar Hall 111,Mahar Hall ,114,Fall2016,Seminar,Jerald Jones  Woolfolk,30
Practicum in School Psych,90210,CPS,613,2,Graduate ,3,,9:00 am - 11:35 am,T,Mahar Hall 114,Mahar Hall ,114,Fall2016,Practicum,James L  McDougal,30
Practicum in School Psych,91182,CPS,613,3,Graduate ,3,,9:00 am - 11:35 am,T,Mahar Hall 114,Mahar Hall ,111,Fall2016,Practicum,James L  McDougal,30
Consultn Counslrs & Sch Psy,90211,CPS,686,4,Graduate ,3,,9:30 am - 12:15 pm,W,Mahar Hall 111,Park Hall ,304,Fall2016,Lecture,James L  McDougal,30
Academic & Educ. Intervention,90212,CPS,688,5,Graduate ,3,,4:00 pm - 6:45 pm,W,Park Hall 304,Marano Campus Center ,306,Fall2016,Seminar,Carlo   Cuccaro,30
Screenwriting: Introductory,91119,CRW,201,6,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Marano Campus Center 306,Sheldon Hall ,332,Fall2016,Lecture,Jessica Leigh  Folk,30
Screenwriting: Introductory,91120,CRW,201,7,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Sheldon Hall 332,Park Hall ,204,Fall2016,Lecture,Juliet A  Giglio,30
Poetry Writing: Introductory,90709,CRW,205,1,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Park Hall 204,Park Hall ,204,Fall2016,Seminar,Laura   Donnelly,30
Poetry Writing: Introductory,90710,CRW,205,2,Undergraduate ,3,,3:00 pm - 3:55 pm,MWF,Park Hall 204,Marano Campus Center ,322,Fall2016,Seminar,Laura   Donnelly,30
Poetry Writing: Introductory,92062,CRW,205,3,Undergraduate ,3,,8:00 am - 8:55 am,MWF,Marano Campus Center 322,Park Hall ,313,Fall2016,Seminar,Charles F  Itzin,30
Poetry Writing: Introductory,91116,CRW,205,4,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Park Hall 313,Marano Campus Center ,256,Fall2016,Seminar,Stephanie Sue  Pritchard,30
Fiction Writing:Introductory,90711,CRW,206,5,Undergraduate ,3,,4:40 pm - 6:05 pm,MW,Marano Campus Center 256,Marano Campus Center ,232,Fall2016,Seminar,Benjamin William  Allocco,30
FictionWriting:Introductory,90712,CRW,206,6,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Marano Campus Center 232,Mahar Hall ,118,Fall2016,Seminar,Laura A  Halferty,30
Fiction Writing: Introductory,90713,CRW,206,7,Undergraduate ,3,,9:35 am - 10:55 am,TR,Mahar Hall 118,Mahar Hall ,119,Fall2016,Seminar,Christine R  Motto,30
Fiction Writing: Introductory,91069,CRW,206,1,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Mahar Hall 119,Marano Campus Center ,208,Fall2016,Seminar,Christine R  Motto,30
Playwriting: Introductory,91122,CRW,207,2,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Marano Campus Center 208,Marano Campus Center ,256,Fall2016,Seminar,Jessica Leigh  Folk,30
Creative Nonfiction Writing: I,90715,CRW,208,3,Undergraduate ,3,,6:20 pm - 7:45 pm,MW,Marano Campus Center 256,Marano Campus Center ,232,Fall2016,Seminar,Benjamin William  Allocco,30
Creative Nonfiction Writing: I,90716,CRW,208,4,Undergraduate ,3,,9:35 am - 10:55 am,TR,Marano Campus Center 232,Park Hall ,314,Fall2016,Seminar,Laura A  Halferty,30
CreatiNonfiction Writing:I LLC,90714,CRW,208,5,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Park Hall 314,Marano Campus Center ,132,Fall2016,Seminar,Donna M  Steiner,30
Living Writer Series,90717,CRW,300,6,Undergraduate ,3,,3:00 pm - 4:25 pm,MW,Marano Campus Center 132,Marano Campus Center ,142,Fall2016,Lecture,Juliet A  Giglio,30
Screenwriting: Intermediate,90718,CRW,301,7,Undergraduate ,3,,9:35 am - 10:55 am,TR,Marano Campus Center 142,Marano Campus Center ,142,Fall2016,Lecture,Jamie L.  Adams,30
Screenwriting: Intermediate,91111,CRW,301,1,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Marano Campus Center 142,Marano Campus Center ,322,Fall2016,Lecture,Jamie L.  Adams,30
Poetry Writing: Intermediate,92135,CRW,305,2,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Marano Campus Center 322,Marano Campus Center ,258,Fall2016,Seminar,Charles F  Itzin,30
Poetry Writing: Intermediate,91731,CRW,305,3,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Marano Campus Center 258,Marano Campus Center ,210,Fall2016,Seminar,Stephanie Sue  Pritchard,30
Fiction Writing: Intermediate,90719,CRW,306,4,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Marano Campus Center 210,Marano Campus Center ,210,Fall2016,Seminar,Robert T.  O'Connor,30
Fiction Writing: Intermediate,91117,CRW,306,5,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Marano Campus Center 210,Marano Campus Center ,208,Fall2016,Seminar,Robert T.  O'Connor,30
Playwriting: Intermediate,90720,CRW,307,6,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Marano Campus Center 208,Marano Campus Center ,223,Fall2016,Seminar,Jessica Leigh  Folk,30
Creative Nonfiction Writ: Inte,90721,CRW,308,7,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Marano Campus Center 223,Marano Campus Center ,223,Fall2016,Seminar,Linda C.  Loomis,30
Creative Nonfiction Writ: Inte,92939,CRW,308,1,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Marano Campus Center 223,Marano Campus Center ,258,Fall2016,Seminar,Linda C.  Loomis,30
Literary Citizenship,92133,CRW,355,2,Undergraduate ,3,,4:30 pm - 7:15 pm,W,Marano Campus Center 258,Marano Campus Center ,322,Fall2016,Lecture,Donna M  Steiner,30
Screenwriting: Advanced,91743,CRW,401,3,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Marano Campus Center 322,To Be Announced ,,Fall2016,Lecture,Juliet A  Giglio,30
Laboratory for CSC 101,90477,CSC,101,4,Undergraduate ,3,,TBA,TBA,To Be Announced ,Shineman Center ,122,Fall2016,Laboratory,James   Patridge,30
Tools for Computing,90476,CSC,101,5,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Shineman Center 122,,"100% web, no face to face ",Fall2016,Lecture,Robert A.  Zuber,30
Tools for Computing,91128,CSC,101,6,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Shineman Center ,174,Fall2016,Distance Learning,Robert A.  Zuber,30
BUS Info System&Computing Tool,90820,CSC,102,7,Undergraduate ,3,,3:00 pm - 4:25 pm,MW,Shineman Center 174,To Be Announced ,,Fall2016,Lecture,Michael L  Smith,30
Laboratory for CSC 102,90823,CSC,102,1,Undergraduate ,3,,TBA,TBA,To Be Announced ,Shineman Center ,122,Fall2016,Laboratory,Michael L  Smith,30
BUS Info System&Computing Tool,91368,CSC,102,2,Undergraduate ,3,,3:00 pm - 4:25 pm,MW,Shineman Center 122,Shineman Center ,175,Fall2016,Lecture,James   Patridge,30
BUS Info System&Computing Tool,91369,CSC,102,3,Undergraduate ,3,,4:40 pm - 6:05 pm,MW,Shineman Center 175,Sonata ,105,Fall2016,Lecture,Michael L  Smith,30
BUS Info System&Computing Tool,91534,CSC,102,4,Undergraduate ,3,,10:25 am - 11:45 am,TR,Sonata 105,,"100% web, no face to face ",Fall2016,Lecture,Michael L  Smith,30
